nutrient,gender,age_start_months,age_end_months,amount,unit,source_type,source_name,source_url,notes
Omega-6 Fatty Acids,Male,168,216,3528.59,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Female,168,216,2761.51,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Pregnant,168,216,4142.26,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Lactating,168,216,4418.41,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Male,228,360,3207.81,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Female,228,360,2510.46,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Pregnant,228,360,3765.69,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Lactating,228,360,4016.74,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Male,372,600,3207.81,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Female,372,600,2510.46,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Pregnant,372,600,3765.69,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Lactating,372,600,4016.74,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Male,612,840,2887.03,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Female,612,840,2259.41,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Male,840,,2726.64,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Omega-6 Fatty Acids,Female,840,,2133.89,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Male,0,6,8.94,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Female,0,6,7.00,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Male,7,12,12.52,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Female,7,12,9.80,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Male,12,36,17.88,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Female,12,36,13.99,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Male,48,96,26.82,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Female,48,96,20.99,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Male,108,156,32.19,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Female,108,156,25.19,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Male,168,216,39.34,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Female,168,216,30.79,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Pregnant,168,216,30.79,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Lactating,168,216,30.79,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Male,228,360,35.77,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Female,228,360,27.99,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Pregnant,228,360,27.99,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Lactating,228,360,27.99,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Male,372,600,35.77,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Female,372,600,27.99,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Pregnant,372,600,27.99,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Lactating,372,600,27.99,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Male,612,840,32.19,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Female,612,840,25.19,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Male,840,,30.40,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Dietary Fiber,Female,840,,23.79,g,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Male,0,6,2333.56,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Female,0,6,1826.26,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Male,7,12,4667.11,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Female,7,12,3652.52,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Male,12,36,9334.23,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Female,12,36,7305.05,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Male,48,96,14001.34,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Female,48,96,10957.57,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Male,108,156,18668.46,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Female,108,156,14610.10,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Male,168,216,23335.57,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Female,168,216,18262.62,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Pregnant,168,216,18262.62,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Lactating,168,216,18262.62,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Male,228,360,23335.57,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Female,228,360,18262.62,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Pregnant,228,360,18262.62,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Lactating,228,360,18262.62,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Male,372,600,28002.68,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Female,372,600,21915.14,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Pregnant,372,600,21915.14,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Lactating,372,600,21915.14,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Male,612,840,30336.24,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Female,612,840,23741.41,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Male,840,,32669.80,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lutein,Female,840,,25567.67,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Male,0,6,111.35,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Female,0,6,87.15,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Male,7,12,222.71,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Female,7,12,174.29,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Male,12,36,445.42,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Female,12,36,348.59,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Male,48,96,668.13,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Female,48,96,522.88,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Male,108,156,890.84,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Female,108,156,697.18,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Male,168,216,1113.55,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Female,168,216,871.47,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Pregnant,168,216,871.47,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Lactating,168,216,871.47,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Male,228,360,1113.55,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Female,228,360,871.47,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Pregnant,228,360,871.47,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Lactating,228,360,871.47,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Male,372,600,1336.25,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Female,372,600,1045.76,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Pregnant,372,600,1045.76,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Lactating,372,600,1045.76,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Male,612,840,1447.61,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Female,612,840,1132.91,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Male,840,,1558.96,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Zeaxanthin,Female,840,,1220.06,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Male,0,6,443.84,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Female,0,6,347.36,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Male,7,12,887.68,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Female,7,12,694.71,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Male,12,36,1775.37,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Female,12,36,1389.42,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Male,48,96,2663.05,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Female,48,96,2084.13,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Male,108,156,3550.74,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Female,108,156,2778.84,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Male,168,216,4438.43,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Female,168,216,3473.55,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Pregnant,168,216,3473.55,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Lactating,168,216,3473.55,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Male,228,360,4438.43,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Female,228,360,3473.55,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Pregnant,228,360,3473.55,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Lactating,228,360,3473.55,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Male,372,600,5326.11,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Female,372,600,4168.26,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Pregnant,372,600,4168.26,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Lactating,372,600,4168.26,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Male,612,840,5769.95,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Female,612,840,4515.61,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Male,840,,6213.80,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Lycopene,Female,840,,4862.97,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Male,0,6,3277.96,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Female,0,6,2565.36,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Male,7,12,6555.92,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Female,7,12,5130.72,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Male,12,36,13111.84,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Female,12,36,10261.44,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Male,48,96,19667.76,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Female,48,96,15392.16,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Male,108,156,26223.68,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Female,108,156,20522.88,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Male,168,216,32779.60,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Female,168,216,25653.60,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Pregnant,168,216,25653.60,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Lactating,168,216,25653.60,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Male,228,360,32779.60,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Female,228,360,25653.60,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Pregnant,228,360,25653.60,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Lactating,228,360,25653.60,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Male,372,600,39335.52,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Female,372,600,30784.32,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Pregnant,372,600,30784.32,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Lactating,372,600,30784.32,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Male,612,840,42613.48,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Female,612,840,33349.68,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Male,840,,45891.44,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Beta-Carotene,Female,840,,35915.04,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Male,0,6,20.70,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Female,0,6,16.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Male,7,12,41.40,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Female,7,12,32.40,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Male,12,36,82.80,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Female,12,36,64.80,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Male,48,96,124.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Female,48,96,97.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Male,108,156,165.60,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Female,108,156,129.60,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Male,168,216,207.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Female,168,216,162.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Pregnant,168,216,162.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Lactating,168,216,162.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Male,228,360,207.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Female,228,360,162.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Pregnant,228,360,162.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Lactating,228,360,162.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Male,372,600,248.40,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Female,372,600,194.40,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Pregnant,372,600,194.40,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Lactating,372,600,194.40,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Male,612,840,269.10,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Female,612,840,210.60,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Male,840,,289.80,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Chlorophyll,Female,840,,226.80,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Male,0,6,12.42,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Female,0,6,9.72,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Male,7,12,24.84,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Female,7,12,19.44,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Male,12,36,49.68,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Female,12,36,38.88,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Male,48,96,74.52,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Female,48,96,58.32,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Male,108,156,99.36,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Female,108,156,77.76,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Male,168,216,124.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Female,168,216,97.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Pregnant,168,216,97.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Lactating,168,216,97.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Male,228,360,124.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Female,228,360,97.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Pregnant,228,360,97.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Lactating,228,360,97.20,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Male,372,600,149.04,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Female,372,600,116.64,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Pregnant,372,600,116.64,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Lactating,372,600,116.64,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Male,612,840,161.46,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Female,612,840,126.36,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Male,840,,173.88,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Curcumin,Female,840,,136.08,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Male,0,6,0.83,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Female,0,6,0.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Male,7,12,1.66,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Female,7,12,1.30,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Male,12,36,3.31,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Female,12,36,2.59,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Male,48,96,4.97,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Female,48,96,3.89,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Male,108,156,6.62,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Female,108,156,5.18,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Male,168,216,8.28,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Female,168,216,6.48,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Pregnant,168,216,6.48,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Lactating,168,216,6.48,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Male,228,360,8.28,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Female,228,360,6.48,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Pregnant,228,360,6.48,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Lactating,228,360,6.48,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Male,372,600,9.94,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Female,372,600,7.78,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Pregnant,372,600,7.78,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Lactating,372,600,7.78,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Male,612,840,10.76,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Female,612,840,8.42,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Male,840,,11.59,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Resveratrol,Female,840,,9.07,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Quercetin,Male,0,6,3.47,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Quercetin,Female,0,6,2.72,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Quercetin,Male,7,12,6.95,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Quercetin,Female,7,12,5.44,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Quercetin,Male,12,36,13.89,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Quercetin,Female,12,36,10.87,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Quercetin,Male,48,96,20.84,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Quercetin,Female,48,96,16.31,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
