nutrient,gender,age_start_months,age_end_months,amount,unit,source_type,source_name,source_url,notes
Iron,Pregnant,228,600,27,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Absorption enhanced by vitamin C and hindered by calcium, tea, and coffee"
Iron,Lactating,228,600,9,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Absorption enhanced by vitamin C and hindered by calcium, tea, and coffee"
Iron,Male,612,612,8,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Absorption enhanced by vitamin C and hindered by calcium, tea, and coffee"
Iron,Female,612,612,8,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Iron-HealthProfessional/,"Absorption enhanced by vitamin C and hindered by calcium, tea, and coffee"
Isoleucine,Male,168,216,1260,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Female,168,216,1080,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Pregnant,168,216,1188.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Lactating,168,216,1296.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Male,228,600,1400,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Female,228,600,1140,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Pregnant,228,600,1254.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Lactating,228,600,1368.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Male,12,36,240,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Female,12,36,240,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Male,48,96,400,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Female,48,96,400,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Male,612,612,1400,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Female,612,612,1140,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Pregnant,612,612,1254.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Lactating,612,612,1368.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Male,7,12,180,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Female,7,12,180,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Male,108,156,800,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Female,108,156,800,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Male,0,6,120,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Isoleucine,Female,0,6,120,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Leucine,Male,228,600,2730,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Leucine,Female,228,600,2223,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Leucine,Pregnant,228,600,2445.3,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Leucine,Lactating,228,600,2667.6,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Leucine,Male,612,612,2730,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Leucine,Female,612,612,2223,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Leucine,Pregnant,612,612,2445.3,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Leucine,Lactating,612,612,2667.6,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Lysine,Male,228,600,2100,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Lysine,Female,228,600,1710,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Lysine,Pregnant,228,600,1881.0000000000000,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Lysine,Lactating,228,600,2052.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Lysine,Male,612,612,2100,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Lysine,Female,612,612,1710,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Lysine,Pregnant,612,612,1881.0000000000000,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Lysine,Lactating,612,612,2052.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Magnesium,Male,612,612,420,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Magnesium-HealthProfessional/,
Magnesium,Female,612,612,320,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Magnesium-HealthProfessional/,
Manganese,Male,168,216,2.2,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Female,168,216,1.6,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Pregnant,168,216,2.0,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Lactating,168,216,2.6,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Male,228,600,2.3,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Female,228,600,1.8,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Pregnant,228,600,2.0,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Lactating,228,600,2.6,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Male,12,36,1.2,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Female,12,36,1.2,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Male,48,96,1.5,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Female,48,96,1.5,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Male,612,612,2.3,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Female,612,612,1.8,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Male,7,12,0.6,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Female,7,12,0.6,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Male,108,156,1.9,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Female,108,156,1.6,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Male,0,6,0.003,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Manganese,Female,0,6,0.003,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Manganese-HealthProfessional/,
Methionine,Male,168,216,945,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Female,168,216,810,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Pregnant,168,216,891.0000000000000,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Lactating,168,216,972.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Male,228,600,1050,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Female,228,600,855,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Pregnant,228,600,940.5000000000000,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Lactating,228,600,1026.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Male,12,36,180,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Female,12,36,180,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Male,48,96,300,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Female,48,96,300,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Male,612,612,1050,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Female,612,612,855,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Pregnant,612,612,940.5000000000000,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Lactating,612,612,1026.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Male,7,12,135,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Female,7,12,135,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Male,108,156,600,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Female,108,156,600,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Male,0,6,90,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Methionine,Female,0,6,90,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Molybdenum,Male,168,216,43,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Female,168,216,43,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Pregnant,168,216,50,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Lactating,168,216,50,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Male,228,228,45,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Female,228,228,45,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Pregnant,228,228,50,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Lactating,228,228,50,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Male,12,36,17,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Female,12,36,17,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Male,48,96,22,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Female,48,96,22,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Male,7,12,3,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Female,7,12,3,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Male,108,156,34,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Female,108,156,34,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Male,0,6,2,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Molybdenum,Female,0,6,2,mcg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Molybdenum-HealthProfessional/,
Vitamin B3,Male,168,216,16,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Female,168,216,14,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Pregnant,168,216,18,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Lactating,168,216,17,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Male,228,228,16,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Female,228,228,14,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Pregnant,228,228,18,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Lactating,228,228,17,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Male,12,36,6,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Female,12,36,6,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Male,48,96,8,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Female,48,96,8,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Male,7,12,4,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Female,7,12,4,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Male,108,156,12,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Female,108,156,12,mg NE,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Male,0,6,2,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Vitamin B3,Female,0,6,2,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Niacin-HealthProfessional/,
Omega-3 Fatty Acids,Male,168,216,1.6,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Female,168,216,1.1,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Pregnant,168,216,1.4,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Lactating,168,216,1.3,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Male,228,600,1.6,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Female,228,600,1.1,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Pregnant,228,600,1.4,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Lactating,228,600,1.3,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Male,12,36,0.7,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Female,12,36,0.7,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Male,48,96,0.9,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Female,48,96,0.9,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Male,612,612,1.6,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Female,612,612,1.1,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Male,7,12,0.5,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Female,7,12,0.5,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Male,108,156,1.2,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Female,108,156,1.0,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Male,0,6,0.5,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Omega-3 Fatty Acids,Female,0,6,0.5,g,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Omega3FattyAcids-HealthProfessional/,"ALA primarily from plant sources like flax, chia, and walnuts"
Vitamin B5,Male,168,216,5,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Female,168,216,5,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Pregnant,168,216,6,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Lactating,168,216,7,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Male,228,228,5,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Female,228,228,5,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Pregnant,228,228,6,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Lactating,228,228,7,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Male,12,36,2,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Female,12,36,2,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Male,48,96,3,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Female,48,96,3,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Male,7,12,1.8,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Female,7,12,1.8,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Male,108,156,4,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Female,108,156,4,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Male,0,6,1.7,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Vitamin B5,Female,0,6,1.7,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/PantothenicAcid-HealthProfessional/,
Phenylalanine,Male,168,216,1575,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Female,168,216,1350,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Pregnant,168,216,1485.0000000000000,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Lactating,168,216,1620.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Male,228,600,1750,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Female,228,600,1425,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Pregnant,228,600,1567.5000000000000,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Lactating,228,600,1710.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Male,12,36,300,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Female,12,36,300,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Male,48,96,500,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Female,48,96,500,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Male,612,612,1750,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Female,612,612,1425,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Pregnant,612,612,1567.5000000000000,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Lactating,612,612,1710.0,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Male,7,12,225,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Female,7,12,225,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Male,108,156,1000,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Female,108,156,1000,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Male,0,6,150,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phenylalanine,Female,0,6,150,mg/kg body weight,Enhanced,WHO,https://www.who.int/publications/i/item/9789241209359,
Phosphorus,Male,168,216,1250,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Female,168,216,1250,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Pregnant,168,216,1250,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Lactating,168,216,1250,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Male,228,228,700,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Female,228,228,700,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Pregnant,228,228,700,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Lactating,228,228,700,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Male,12,36,460,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Female,12,36,460,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Male,48,96,500,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Female,48,96,500,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Male,7,12,275,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Female,7,12,275,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Male,108,156,1250,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Female,108,156,1250,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Male,0,6,100,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Phosphorus,Female,0,6,100,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Phosphorus-HealthProfessional/,
Potassium,Male,168,216,3000,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Potassium-HealthProfessional/,
Potassium,Female,168,216,2300,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Potassium-HealthProfessional/,
Potassium,Pregnant,168,216,2600,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Potassium-HealthProfessional/,
Potassium,Lactating,168,216,2500,mg,Enhanced,ODS NIH,https://ods.od.nih.gov/factsheets/Potassium-HealthProfessional/,
